ColumnHeader,Measurement,Gravels,Stones,Treatment,Depth,Column,Block,Sensor,Units,Summary,MUX,Port
TIMESTAMP,Expt,Expt,Expt,Expt,Expt,Expt,Expt,Expt,Expt,Expt,Expt,Expt
RECORD,Expt,Expt,Expt,Expt,Expt,Expt,Expt,Expt,Expt,Expt,Expt,Expt
BattV_Avg,Expt,Expt,Expt,Expt,Expt,Expt,Expt,Expt,Expt,Expt,Expt,Expt
PTemp_C_Avg,Expt,Expt,Expt,Expt,Expt,Expt,Expt,Expt,Expt,Expt,Expt,Expt
"CS650(82,6)",VoltageRatio,Shallow,VeryStony,F,D2,21,4,S_82,-,Samp,4,10
"CS650(83,1)",VolumetricWaterContent,Shallow,VeryStony,F,D3,21,4,S_83,mm3/mm3,Samp,4,11
"CS650(83,2)",ElectricalConductivity,Shallow,VeryStony,F,D3,21,4,S_83,dS/m,Samp,4,11
"CS650(83,3)",Temperature,Shallow,VeryStony,F,D3,21,4,S_83,oC,Samp,4,11
"CS650(83,4)",Permittivity,Shallow,VeryStony,F,D3,21,4,S_83,-,Samp,4,11
"CS650(83,5)",Period,Shallow,VeryStony,F,D3,21,4,S_83,uSec,Samp,4,11
"CS650(83,6)",VoltageRatio,Shallow,VeryStony,F,D3,21,4,S_83,-,Samp,4,11
"CS650(84,1)",VolumetricWaterContent,Shallow,VeryStony,F,D4,21,4,S_84,mm3/mm3,Samp,4,12
"CS650(84,2)",ElectricalConductivity,Shallow,VeryStony,F,D4,21,4,S_84,dS/m,Samp,4,12
"CS650(84,3)",Temperature,Shallow,VeryStony,F,D4,21,4,S_84,oC,Samp,4,12
"CS650(84,4)",Permittivity,Shallow,VeryStony,F,D4,21,4,S_84,-,Samp,4,12
"CS650(84,5)",Period,Shallow,VeryStony,F,D4,21,4,S_84,uSec,Samp,4,12
"CS650(84,6)",VoltageRatio,Shallow,VeryStony,F,D4,21,4,S_84,-,Samp,4,12
"CS650(85,1)",VolumetricWaterContent,Shallow,Stony,E,D1,22,4,S_85,mm3/mm3,Samp,4,13
"CS650(85,2)",ElectricalConductivity,Shallow,Stony,E,D1,22,4,S_85,dS/m,Samp,4,13
"CS650(85,3)",Temperature,Shallow,Stony,E,D1,22,4,S_85,oC,Samp,4,13
"CS650(85,4)",Permittivity,Shallow,Stony,E,D1,22,4,S_85,-,Samp,4,13
"CS650(85,5)",Period,Shallow,Stony,E,D1,22,4,S_85,uSec,Samp,4,13
"CS650(85,6)",VoltageRatio,Shallow,Stony,E,D1,22,4,S_85,-,Samp,4,13
"CS650(86,1)",VolumetricWaterContent,Shallow,Stony,E,D2,22,4,S_86,mm3/mm3,Samp,4,14
"CS650(86,2)",ElectricalConductivity,Shallow,Stony,E,D2,22,4,S_86,dS/m,Samp,4,14
"CS650(86,3)",Temperature,Shallow,Stony,E,D2,22,4,S_86,oC,Samp,4,14
"CS650(86,4)",Permittivity,Shallow,Stony,E,D2,22,4,S_86,-,Samp,4,14
"CS650(86,5)",Period,Shallow,Stony,E,D2,22,4,S_86,uSec,Samp,4,14
"CS650(86,6)",VoltageRatio,Shallow,Stony,E,D2,22,4,S_86,-,Samp,4,14
"CS650(87,1)",VolumetricWaterContent,Shallow,Stony,E,D3,22,4,S_87,mm3/mm3,Samp,4,15
"CS650(87,2)",ElectricalConductivity,Shallow,Stony,E,D3,22,4,S_87,dS/m,Samp,4,15
"CS650(87,3)",Temperature,Shallow,Stony,E,D3,22,4,S_87,oC,Samp,4,15
"CS650(87,4)",Permittivity,Shallow,Stony,E,D3,22,4,S_87,-,Samp,4,15
"CS650(87,5)",Period,Shallow,Stony,E,D3,22,4,S_87,uSec,Samp,4,15
"CS650(87,6)",VoltageRatio,Shallow,Stony,E,D3,22,4,S_87,-,Samp,4,15
"CS650(88,1)",VolumetricWaterContent,Shallow,Stony,E,D4,22,4,S_88,mm3/mm3,Samp,4,16
"CS650(88,2)",ElectricalConductivity,Shallow,Stony,E,D4,22,4,S_88,dS/m,Samp,4,16
"CS650(88,3)",Temperature,Shallow,Stony,E,D4,22,4,S_88,oC,Samp,4,16
"CS650(88,4)",Permittivity,Shallow,Stony,E,D4,22,4,S_88,-,Samp,4,16
"CS650(88,5)",Period,Shallow,Stony,E,D4,22,4,S_88,uSec,Samp,4,16
"CS650(88,6)",VoltageRatio,Shallow,Stony,E,D4,22,4,S_88,-,Samp,4,16
"CS650(89,1)",VolumetricWaterContent,Deep,StoneFree,A,D1,23,4,S_89,mm3/mm3,Samp,4,17
"CS650(89,2)",ElectricalConductivity,Deep,StoneFree,A,D1,23,4,S_89,dS/m,Samp,4,17
"CS650(89,3)",Temperature,Deep,StoneFree,A,D1,23,4,S_89,oC,Samp,4,17
"CS650(89,4)",Permittivity,Deep,StoneFree,A,D1,23,4,S_89,-,Samp,4,17
"CS650(89,5)",Period,Deep,StoneFree,A,D1,23,4,S_89,uSec,Samp,4,17
"CS650(89,6)",VoltageRatio,Deep,StoneFree,A,D1,23,4,S_89,-,Samp,4,17
"CS650(90,1)",VolumetricWaterContent,Deep,StoneFree,A,D2,23,4,S_90,mm3/mm3,Samp,4,18
"CS650(90,2)",ElectricalConductivity,Deep,StoneFree,A,D2,23,4,S_90,dS/m,Samp,4,18
"CS650(90,3)",Temperature,Deep,StoneFree,A,D2,23,4,S_90,oC,Samp,4,18
"CS650(90,4)",Permittivity,Deep,StoneFree,A,D2,23,4,S_90,-,Samp,4,18
"CS650(90,5)",Period,Deep,StoneFree,A,D2,23,4,S_90,uSec,Samp,4,18
"CS650(90,6)",VoltageRatio,Deep,StoneFree,A,D2,23,4,S_90,-,Samp,4,18
"CS650(91,1)",VolumetricWaterContent,Deep,StoneFree,A,D3,23,4,S_91,mm3/mm3,Samp,4,19
"CS650(91,2)",ElectricalConductivity,Deep,StoneFree,A,D3,23,4,S_91,dS/m,Samp,4,19
"CS650(91,3)",Temperature,Deep,StoneFree,A,D3,23,4,S_91,oC,Samp,4,19
"CS650(91,4)",Permittivity,Deep,StoneFree,A,D3,23,4,S_91,-,Samp,4,19
"CS650(91,5)",Period,Deep,StoneFree,A,D3,23,4,S_91,uSec,Samp,4,19
"CS650(91,6)",VoltageRatio,Deep,StoneFree,A,D3,23,4,S_91,-,Samp,4,19
"CS650(92,1)",VolumetricWaterContent,Deep,StoneFree,A,D4,23,4,S_92,mm3/mm3,Samp,4,20
"CS650(92,2)",ElectricalConductivity,Deep,StoneFree,A,D4,23,4,S_92,dS/m,Samp,4,20
"CS650(92,3)",Temperature,Deep,StoneFree,A,D4,23,4,S_92,oC,Samp,4,20
"CS650(92,4)",Permittivity,Deep,StoneFree,A,D4,23,4,S_92,-,Samp,4,20
"CS650(92,5)",Period,Deep,StoneFree,A,D4,23,4,S_92,uSec,Samp,4,20
"CS650(92,6)",VoltageRatio,Deep,StoneFree,A,D4,23,4,S_92,-,Samp,4,20
"CS650(93,1)",VolumetricWaterContent,Deep,VeryStony,C,D1,24,4,S_93,mm3/mm3,Samp,4,21
"CS650(93,2)",ElectricalConductivity,Deep,VeryStony,C,D1,24,4,S_93,dS/m,Samp,4,21
"CS650(93,3)",Temperature,Deep,VeryStony,C,D1,24,4,S_93,oC,Samp,4,21
"CS650(93,4)",Permittivity,Deep,VeryStony,C,D1,24,4,S_93,-,Samp,4,21
"CS650(93,5)",Period,Deep,VeryStony,C,D1,24,4,S_93,uSec,Samp,4,21
"CS650(93,6)",VoltageRatio,Deep,VeryStony,C,D1,24,4,S_93,-,Samp,4,21
"CS650(94,1)",VolumetricWaterContent,Deep,VeryStony,C,D2,24,4,S_94,mm3/mm3,Samp,4,22
"CS650(94,2)",ElectricalConductivity,Deep,VeryStony,C,D2,24,4,S_94,dS/m,Samp,4,22
"CS650(94,3)",Temperature,Deep,VeryStony,C,D2,24,4,S_94,oC,Samp,4,22
"CS650(94,4)",Permittivity,Deep,VeryStony,C,D2,24,4,S_94,-,Samp,4,22
"CS650(94,5)",Period,Deep,VeryStony,C,D2,24,4,S_94,uSec,Samp,4,22
"CS650(94,6)",VoltageRatio,Deep,VeryStony,C,D2,24,4,S_94,-,Samp,4,22
"CS650(95,1)",VolumetricWaterContent,Deep,VeryStony,C,D3,24,4,S_95,mm3/mm3,Samp,4,23
"CS650(95,2)",ElectricalConductivity,Deep,VeryStony,C,D3,24,4,S_95,dS/m,Samp,4,23
"CS650(95,3)",Temperature,Deep,VeryStony,C,D3,24,4,S_95,oC,Samp,4,23
"CS650(95,4)",Permittivity,Deep,VeryStony,C,D3,24,4,S_95,-,Samp,4,23
"CS650(95,5)",Period,Deep,VeryStony,C,D3,24,4,S_95,uSec,Samp,4,23
"CS650(95,6)",VoltageRatio,Deep,VeryStony,C,D3,24,4,S_95,-,Samp,4,23
"CS650(96,1)",VolumetricWaterContent,Deep,VeryStony,C,D4,24,4,S_96,mm3/mm3,Samp,4,24
"CS650(96,2)",ElectricalConductivity,Deep,VeryStony,C,D4,24,4,S_96,dS/m,Samp,4,24
"CS650(96,3)",Temperature,Deep,VeryStony,C,D4,24,4,S_96,oC,Samp,4,24
"CS650(96,4)",Permittivity,Deep,VeryStony,C,D4,24,4,S_96,-,Samp,4,24
"CS650(96,5)",Period,Deep,VeryStony,C,D4,24,4,S_96,uSec,Samp,4,24
"CS650(96,6)",VoltageRatio,Deep,VeryStony,C,D4,24,4,S_96,-,Samp,4,24
